seq_name,cell_types_98,cell_types_50,cell_types_25
LS-15066_S51_E1-50,Sst Myh8 Etv1 ,n95,n91
LS-15066_S52_E1-50,Sst Hpse Sema3c,n107,n91
LS-15066_S53_E1-50,Sst Esm1,n98,n91
LS-15066_S54_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15066_S55_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15066_S56_E1-50,Sst Rxfp1 Prdm8,n100,n91
LS-15066_S57_E1-50,Sst Chrna2 Ptgdr,n94,n91
LS-15066_S58_E1-50,Vip Igfbp4 Mab21l1,Vip Igfbp4 Mab21l1,n66
LS-15066_S59_E1-50,Sst Nr2f2 Necab1,Sst Nr2f2 Necab1,n91
LS-15066_S60_E1-50,Sst Crhr2 Efemp1,n98,n91
LS-15066_S61_E1-50,Sst Hpse Cbln4,n107,n91
LS-15066_S62_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15066_S63_E1-50,Vip Ptprt Pkp2,n73,n66
LS-15066_S64_E1-50,Sst Myh8 Fibin,n95,n91
LS-15066_S74_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15066_S75_E1-50,Pvalb Sema3e Kank4,n111,n110
LS-15066_S76_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15066_S77_E1-50,Sst Myh8 Etv1 ,n95,n91
LS-15066_S78_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15066_S79_E1-50,Sst Myh8 Fibin,n95,n91
LS-15066_S80_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15060_S65_E1-50,Pvalb Reln Tac1,n111,n110
LS-15060_S66_E1-50,Sst Chrna2 Ptgdr,n94,n91
LS-15060_S67_E1-50,Sst Chrna2 Ptgdr,n94,n91
LS-15060_S68_E1-50,Sst Tac2 Tacstd2,n100,n91
LS-15060_S69_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15060_S70_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15060_S72_E1-50,Pvalb Reln Tac1,n111,n110
LS-15060_S73_E1-50,Pvalb Tpbg,n111,n110
LS-15060_S74_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15060_S75_E1-50,Pvalb Reln Tac1,n111,n110
LS-15060_S76_E1-50,Vip Igfbp6 Car10,n62,n62
LS-15060_S78_E1-50,Pvalb Reln Tac1,n111,n110
LS-15060_S79_E1-50,Pvalb Reln Tac1,n111,n110
LS-15060_S80_E1-50,Sst Chrna2 Ptgdr,n94,n91
LS-15060_S81_E1-50,Vip Crispld2 Htr2c,n65,n64
LS-15060_S82_E1-50,Vip Chat Htr1f,n72,n66
LS-15060_S83_E1-50,Pvalb Tpbg,n111,n110
LS-15060_S84_E1-50,Vip Chat Htr1f,n72,n66
LS-15060_S85_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
LS-15060_S86_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15060_S87_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15060_S88_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15060_S89_E1-50,Pvalb Tpbg,n111,n110
LS-15060_S90_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15060_S91_E1-50,Sncg Vip Itih5,Sncg Vip Itih5,n86
LS-15060_S92_E1-50,Vip Chat Htr1f,n72,n66
LS-15060_S93_E1-50,L2/3 IT VISp Agmat,n39,n36
LS-15060_S94_E1-50,Vip Pygm C1ql1,n72,n66
LS-15060_S95_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15060_S96_E1-50,Sst Tac1 Htr1d,n105,n91
LS-15067_S17_E1-50,L2/3 IT VISp Adamts2,n39,n36
LS-15067_S18_E1-50,Pvalb Tpbg,n111,n110
LS-15067_S19_E1-50,Vip Rspo1 Itga4,n73,n66
LS-15067_S20_E1-50,Vip Ptprt Pkp2,n73,n66
LS-15067_S21_E1-50,Vip Ptprt Pkp2,n73,n66
LS-15067_S22_E1-50,Vip Chat Htr1f,n72,n66
LS-15067_S23_E1-50,Pvalb Tpbg,n111,n110
LS-15067_S24_E1-50,Vip Igfbp6 Car10,n62,n62
LS-15067_S25_E1-50,Vip Crispld2 Htr2c,n65,n64
LS-15067_S26_E1-50,Vip Chat Htr1f,n72,n66
LS-15067_S27_E1-50,Vip Rspo1 Itga4,n73,n66
LS-15067_S28_E1-50,Vip Crispld2 Kcne4,n65,n64
LS-15067_S29_E1-50,Vip Chat Htr1f,n72,n66
LS-15067_S30_E1-50,Vip Col15a1 Pde1a,Vip Col15a1 Pde1a,n64
LS-15067_S31_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15067_S32_E1-50,Vip Pygm C1ql1,n72,n66
LS-15067_S33_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15067_S34_E1-50,L2/3 IT VISp Agmat,n39,n36
LS-15067_S35_E1-50,L2/3 IT VISp Agmat,n39,n36
LS-15067_S36_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15067_S37_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15067_S38_E1-50,Vip Crispld2 Kcne4,n65,n64
LS-15067_S39_E1-50,Sst Calb2 Pdlim5,n108,n91
LS-15067_S40_E1-50,Pvalb Tpbg,n111,n110
LS-15067_S41_E1-50,Pvalb Tpbg,n111,n110
LS-15067_S42_E1-50,Vip Crispld2 Kcne4,n65,n64
LS-15067_S43_E1-50,Vip Rspo4 Rxfp1 Chat,n73,n66
LS-15067_S44_E1-50,Vip Col15a1 Pde1a,Vip Col15a1 Pde1a,n64
LS-15067_S45_E1-50,Vip Igfbp6 Car10,n62,n62
LS-15067_S46_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15067_S47_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15067_S48_E1-50,Vip Crispld2 Kcne4,n65,n64
LS-15063_S01_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15063_S02_E1-50,Lamp5 Fam19a1 Tmem182,n81,n79
LS-15063_S03_E1-50,Pvalb Tpbg,n111,n110
LS-15063_S04_E1-50,Vip Ptprt Pkp2,n73,n66
LS-15063_S05_E1-50,Sncg Gpr50,n87,n86
LS-15063_S06_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15063_S07_E1-50,Vip Pygm C1ql1,n72,n66
LS-15063_S08_E1-50,Vip Crispld2 Htr2c,n65,n64
LS-15063_S09_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15063_S10_E1-50,Pvalb Tpbg,n111,n110
LS-15063_S11_E1-50,Vip Crispld2 Kcne4,n65,n64
LS-15063_S12_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15063_S13_E1-50,Vip Igfbp6 Pltp,n62,n62
LS-15063_S14_E1-50,Vip Rspo4 Rxfp1 Chat,n73,n66
LS-15063_S15_E1-50,Sst Tac1 Tacr3,Sst Tac1 Tacr3,n91
LS-15063_S16_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15063_S17_E1-50,Pvalb Tpbg,n111,n110
LS-15063_S18_E1-50,Vip Igfbp6 Pltp,n62,n62
LS-15063_S19_E1-50,Vip Lmo1 Myl1,n67,n66
LS-15063_S20_E1-50,Vip Crispld2 Kcne4,n65,n64
LS-15063_S21_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15063_S22_E1-50,Vip Pygm C1ql1,n72,n66
LS-15063_S23_E1-50,Vip Rspo4 Rxfp1 Chat,n73,n66
LS-15063_S24_E1-50,Vip Lmo1 Myl1,n67,n66
LS-15062_S57_E1-50,Pvalb Reln Itm2a,n111,n110
LS-15062_S58_E1-50,Sst Calb2 Pdlim5,n108,n91
LS-15062_S60_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15062_S61_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15062_S62_E1-50,Sst Hpse Sema3c,n107,n91
LS-15062_S63_E1-50,Pvalb Reln Tac1,n111,n110
LS-15062_S64_E1-50,Pvalb Reln Tac1,n111,n110
LS-15062_S66_E1-50,Pvalb Reln Tac1,n111,n110
LS-15062_S67_E1-50,Sst Hpse Sema3c,n107,n91
LS-15062_S68_E1-50,Vip Igfbp6 Pltp,n62,n62
LS-15062_S69_E1-50,Pvalb Reln Tac1,n111,n110
LS-15062_S71_E1-50,Pvalb Reln Tac1,n111,n110
LS-15062_S72_E1-50,Pvalb Reln Tac1,n111,n110
LS-15062_S73_E1-50,Pvalb Reln Tac1,n111,n110
LS-15062_S74_E1-50,Pvalb Reln Tac1,n111,n110
LS-15062_S75_E1-50,Vip Igfbp6 Pltp,n62,n62
LS-15062_S76_E1-50,Sst Hpse Cbln4,n107,n91
LS-15062_S77_E1-50,Vip Igfbp4 Mab21l1,Vip Igfbp4 Mab21l1,n66
LS-15062_S78_E1-50,Vip Pygm C1ql1,n72,n66
LS-15062_S79_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15062_S80_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15064_S01_E1-50,Lamp5 Lhx6,Lamp5 Lhx6,n78
LS-15064_S02_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15064_S03_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
LS-15064_S04_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15064_S05_E1-50,Sst Esm1,n98,n91
LS-15064_S07_E1-50,Vip Gpc3 Slc18a3,n70,n66
LS-15064_S08_E1-50,Sst Esm1,n98,n91
LS-15064_S09_E1-50,Vip Lmo1 Fam159b,n67,n66
LS-15064_S10_E1-50,Sst Rxfp1 Prdm8,n100,n91
LS-15064_S11_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15064_S12_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15064_S14_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15064_S15_E1-50,Sst Crh 4930553C11Rik ,n98,n91
LS-15064_S16_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15064_S17_E1-50,Sst Tac2 Tacstd2,n100,n91
LS-15064_S19_E1-50,Sst Crhr2 Efemp1,n98,n91
LS-15064_S20_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
LS-15064_S21_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
LS-15064_S22_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15064_S23_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15069_S59_E1-50,Lamp5 Fam19a1 Pax6,n81,n79
LS-15069_S60_E1-50,Vip Col15a1 Pde1a,Vip Col15a1 Pde1a,n64
LS-15069_S62_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15069_S63_E1-50,Sst Rxfp1 Prdm8,n100,n91
LS-15069_S64_E1-50,Sst Rxfp1 Prdm8,n100,n91
LS-15069_S67_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15069_S68_E1-50,Sncg Vip Itih5,Sncg Vip Itih5,n86
LS-15069_S69_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15069_S70_E1-50,Vip Crispld2 Htr2c,n65,n64
LS-15069_S71_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15069_S72_E1-50,Lamp5 Fam19a1 Pax6,n81,n79
LS-15063_S25_E1-50,Vip Igfbp6 Pltp,n62,n62
LS-15063_S27_E1-50,Vip Chat Htr1f,n72,n66
LS-15063_S28_E1-50,Pvalb Tpbg,n111,n110
LS-15063_S29_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15063_S30_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15063_S31_E1-50,Sst Tac1 Tacr3,Sst Tac1 Tacr3,n91
LS-15063_S32_E1-50,Vip Igfbp6 Car10,n62,n62
LS-15063_S33_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15063_S34_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15063_S35_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15063_S36_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
LS-15063_S37_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15063_S38_E1-50,Vip Igfbp6 Car10,n62,n62
LS-15063_S39_E1-50,Sncg Vip Nptx2,n87,n86
LS-15063_S40_E1-50,Sncg Vip Itih5,Sncg Vip Itih5,n86
LS-15063_S49_E1-50,Lamp5 Fam19a1 Pax6,n81,n79
LS-15063_S50_E1-50,L2/3 IT VISp Agmat,n39,n36
LS-15063_S51_E1-50,Sncg Vip Nptx2,n87,n86
LS-15063_S52_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15063_S53_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15063_S54_E1-50,Lamp5 Fam19a1 Tmem182,n81,n79
LS-15063_S55_E1-50,L2/3 IT VISp Adamts2,n39,n36
LS-15063_S56_E1-50,Pvalb Tpbg,n111,n110
LS-15065_S01_E1-50,Sst Calb2 Pdlim5,n108,n91
LS-15065_S02_E1-50,Vip Igfbp6 Pltp,n62,n62
LS-15065_S03_E1-50,L2/3 IT VISp Adamts2,n39,n36
LS-15065_S04_E1-50,Pvalb Vipr2,Pvalb Vipr2,Pvalb Vipr2
LS-15065_S05_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15065_S06_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15065_S07_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15065_S08_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15065_S09_E1-50,Vip Crispld2 Htr2c,n65,n64
LS-15065_S10_E1-50,Vip Crispld2 Kcne4,n65,n64
LS-15065_S11_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15065_S12_E1-50,Vip Rspo1 Itga4,n73,n66
LS-15065_S13_E1-50,Lamp5 Fam19a1 Tmem182,n81,n79
LS-15065_S14_E1-50,Vip Igfbp6 Pltp,n62,n62
LS-15065_S15_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15065_S16_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15065_S17_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15065_S18_E1-50,Vip Rspo1 Itga4,n73,n66
LS-15065_S19_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15065_S20_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15065_S21_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15065_S22_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15065_S23_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15065_S24_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15065_S25_E1-50,Vip Igfbp6 Car10,n62,n62
LS-15065_S26_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15065_S27_E1-50,Vip Rspo4 Rxfp1 Chat,n73,n66
LS-15065_S28_E1-50,Vip Igfbp6 Car10,n62,n62
LS-15065_S29_E1-50,Lamp5 Fam19a1 Tmem182,n81,n79
LS-15065_S33_E1-50,Lamp5 Fam19a1 Pax6,n81,n79
LS-15065_S35_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15065_S36_E1-50,Lamp5 Fam19a1 Pax6,n81,n79
LS-15065_S37_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15065_S39_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15065_S41_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15065_S42_E1-50,Sst Myh8 Etv1 ,n95,n91
LS-15065_S45_E1-50,Sst Hpse Cbln4,n107,n91
LS-15065_S46_E1-50,Sst Nr2f2 Necab1,Sst Nr2f2 Necab1,n91
LS-15065_S47_E1-50,Sst Myh8 Fibin,n95,n91
LS-15065_S48_E1-50,Sst Nr2f2 Necab1,Sst Nr2f2 Necab1,n91
LS-15065_S49_E1-50,Sst Calb2 Pdlim5,n108,n91
LS-15065_S50_E1-50,Sst Myh8 Fibin,n95,n91
LS-15065_S51_E1-50,Sst Tac2 Tacstd2,n100,n91
LS-15065_S52_E1-50,Sst Hpse Sema3c,n107,n91
LS-15065_S53_E1-50,Vip Lmo1 Fam159b,n67,n66
LS-15065_S54_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15065_S55_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15065_S56_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15068_S49_E1-50,Sst Myh8 Etv1 ,n95,n91
LS-15068_S52_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15068_S53_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15068_S54_E1-50,Vip Gpc3 Slc18a3,n70,n66
LS-15068_S56_E1-50,Sst Myh8 Fibin,n95,n91
LS-15068_S57_E1-50,Pvalb Tpbg,n111,n110
LS-15068_S58_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15068_S59_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15068_S60_E1-50,Sst Chrna2 Ptgdr,n94,n91
LS-15068_S61_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15068_S62_E1-50,Sst Rxfp1 Prdm8,n100,n91
LS-15068_S63_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15068_S64_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15068_S65_E1-50,Vip Igfbp6 Pltp,n62,n62
LS-15068_S67_E1-50,Sst Myh8 Etv1 ,n95,n91
LS-15068_S68_E1-50,Sst Rxfp1 Prdm8,n100,n91
LS-15068_S69_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15068_S70_E1-50,Sst Chrna2 Ptgdr,n94,n91
LS-15068_S71_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15068_S72_E1-50,Sst Calb2 Pdlim5,n108,n91
LS-15068_S73_E1-50,Vip Rspo1 Itga4,n73,n66
LS-15068_S74_E1-50,Pvalb Tpbg,n111,n110
LS-15068_S75_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15068_S76_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15068_S77_E1-50,L2/3 IT VISp Agmat,n39,n36
LS-15068_S78_E1-50,Pvalb Reln Tac1,n111,n110
LS-15068_S79_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15068_S80_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15065_S65_E1-50,Vip Crispld2 Htr2c,n65,n64
LS-15065_S66_E1-50,Lamp5 Fam19a1 Tmem182,n81,n79
LS-15065_S67_E1-50,Vip Igfbp6 Pltp,n62,n62
LS-15065_S69_E1-50,Vip Chat Htr1f,n72,n66
LS-15065_S70_E1-50,Vip Crispld2 Htr2c,n65,n64
LS-15065_S71_E1-50,Sncg Vip Nptx2,n87,n86
LS-15065_S72_E1-50,Vip Chat Htr1f,n72,n66
LS-15065_S73_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
LS-15065_S74_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15065_S75_E1-50,Vip Chat Htr1f,n72,n66
LS-15065_S76_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15065_S77_E1-50,Vip Ptprt Pkp2,n73,n66
LS-15065_S78_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15065_S79_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15065_S80_E1-50,Vip Chat Htr1f,n72,n66
LS-15064_S25_E1-50,Vip Pygm C1ql1,n72,n66
LS-15064_S26_E1-50,Vip Chat Htr1f,n72,n66
LS-15064_S27_E1-50,Vip Igfbp6 Car10,n62,n62
LS-15064_S28_E1-50,Vip Lmo1 Myl1,n67,n66
LS-15064_S29_E1-50,Lamp5 Krt73,Lamp5 Krt73,n79
LS-15064_S30_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15064_S31_E1-50,Vip Chat Htr1f,n72,n66
LS-15064_S32_E1-50,L2/3 IT VISp Adamts2,n39,n36
LS-15064_S33_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15064_S34_E1-50,Sst Tac1 Htr1d,n105,n91
LS-15064_S35_E1-50,Vip Igfbp4 Mab21l1,Vip Igfbp4 Mab21l1,n66
LS-15064_S36_E1-50,Vip Igfbp6 Pltp,n62,n62
LS-15064_S37_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15064_S38_E1-50,Vip Pygm C1ql1,n72,n66
LS-15064_S39_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15064_S40_E1-50,Vip Pygm C1ql1,n72,n66
LS-15064_S41_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15064_S42_E1-50,Vip Crispld2 Htr2c,n65,n64
LS-15064_S43_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15064_S44_E1-50,Pvalb Tpbg,n111,n110
LS-15064_S45_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15064_S46_E1-50,Sst Calb2 Pdlim5,n108,n91
LS-15064_S47_E1-50,Vip Lect1 Oxtr,n73,n66
LS-15064_S48_E1-50,Vip Crispld2 Kcne4,n65,n64
LS-15068_S89_E1-50,Sst Tac1 Htr1d,n105,n91
LS-15068_S90_E1-50,Vip Lmo1 Myl1,n67,n66
LS-15068_S91_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15068_S92_E1-50,Sncg Gpr50,n87,n86
LS-15068_S94_E1-50,Vip Igfbp6 Car10,n62,n62
LS-15068_S96_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15066_S81_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15066_S82_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15066_S83_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15066_S84_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15066_S85_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15066_S86_E1-50,Sst Myh8 Fibin,n95,n91
LS-15066_S87_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15066_S89_E1-50,Sst Rxfp1 Prdm8,n100,n91
LS-15066_S90_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15066_S92_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15066_S94_E1-50,Sst Calb2 Pdlim5,n108,n91
LS-15066_S96_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15073_S03_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S06_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S09_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S10_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S12_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S13_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S14_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S17_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S19_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15073_S22_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S23_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15072_S02_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15072_S03_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15072_S04_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15072_S05_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15072_S06_E1-50,Lamp5 Fam19a1 Tmem182,n81,n79
LS-15072_S07_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15072_S10_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15072_S12_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15072_S15_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S33_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S35_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S36_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S37_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S38_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S39_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S42_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S45_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S51_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15073_S53_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S54_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S55_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S57_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S62_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S64_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S65_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S71_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S75_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S76_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S77_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S81_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S82_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S84_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S86_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15073_S87_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S91_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15073_S92_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15073_S95_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15072_S30_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15072_S37_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15072_S38_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
LS-15072_S39_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15069_S73_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15069_S74_E1-50,Vip Arhgap36 Hmcn1,n70,n66
LS-15069_S75_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15069_S76_E1-50,Sst Calb2 Pdlim5,n108,n91
LS-15069_S77_E1-50,Vip Lmo1 Fam159b,n67,n66
LS-15069_S78_E1-50,Vip Gpc3 Slc18a3,n70,n66
LS-15069_S79_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15069_S81_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15069_S82_E1-50,Sst Chrna2 Ptgdr,n94,n91
LS-15069_S83_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15069_S85_E1-50,Sst Myh8 Etv1 ,n95,n91
LS-15069_S86_E1-50,Sst Calb2 Pdlim5,n108,n91
LS-15069_S87_E1-50,Sst Calb2 Necab1,n108,n91
LS-15069_S88_E1-50,Sst Myh8 Etv1 ,n95,n91
LS-15063_S58_E1-50,Pvalb Reln Tac1,n111,n110
LS-15063_S59_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15063_S60_E1-50,Vip Gpc3 Slc18a3,n70,n66
LS-15063_S62_E1-50,Pvalb Reln Tac1,n111,n110
LS-15063_S63_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15063_S64_E1-50,Pvalb Reln Tac1,n111,n110
